duration,genre_top,interest,listens,spectral_bandwidth_kurtosis_01,spectral_bandwidth_max_01,spectral_bandwidth_mean_01,spectral_bandwidth_median_01,spectral_bandwidth_min_01,spectral_bandwidth_skew_01,spectral_bandwidth_std_01,spectral_centroid_kurtosis_01,spectral_centroid_max_01,spectral_centroid_mean_01,spectral_centroid_median_01,spectral_centroid_min_01,spectral_centroid_skew_01,spectral_centroid_std_01,spectral_rolloff_kurtosis_01,spectral_rolloff_max_01,spectral_rolloff_mean_01,spectral_rolloff_median_01,spectral_rolloff_min_01,spectral_rolloff_skew_01,spectral_rolloff_std_01,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,duration_minutes,is_short_track,is_long_track,popularity_ratio,has_engagement,energy_valence_product,tempo_category_encoded,artist_name_encoded
278,11,1057,236,0.66912734509,3561.7473145,1373.8218994,1336.3616943,402.36462402,0.5980488658,445.78033447,17.522174835,5510.6171875,958.54418945,912.29943848,121.90167999,2.4568388462,423.83255005,5.3528180122,9496.1425781,2005.2822266,1787.2558594,86.1328125,1.6595182419,1089.0085449,0.0160728096,0.36620287,0.3201001716,0.8680257006,0.1759147295,0.0287070634,90.01,0.333099914,4.633333333333334,0,0,0.22306238185255198,1,0.10662533963134524,1,206
190,5,1774,1146,-0.026024693623,3515.9277344,1817.8659668,1794.4665527,638.08624268,0.2154995054,376.74343872,1.167694211,5897.0273438,1627.3481445,1428.6350098,104.25865173,1.1431360245,796.77252197,-0.83999478817,9474.609375,3232.3034668,3143.8476562,21.533203125,0.22812490165,1554.8306885,0.8786733659,0.683980829,0.5494122861,9.29187e-05,0.0651842414,0.4104873528,195.693,0.9609997752,3.1666666666666665,0,0,0.6456338028169014,1,0.5279850834342181,3,1247
164,11,877,748,0.58616316319,3501.9802246,1595.9353027,1562.5771484,728.13635254,0.69408857822,408.80764771,2.1782305241,5442.3911133,1185.6094971,1129.5991211,351.28015137,0.88015300035,440.19564819,0.68039697409,9313.1103516,2539.032959,2379.4189453,333.76464844,0.76982492208,1139.6278076,0.1057114148,0.4626477762,0.6459632731,2.90221e-05,0.2914519285,0.0281288678,145.024,0.5697505077,2.7333333333333334,0,0,0.8519362186788155,1,0.3680379028042788,0,521
356,2,3290,2036,-0.5200112462,3312.6252441,1678.9468994,1803.8618164,307.38095093,-0.48542821407,543.56640625,3.0202052593,5207.7397461,1459.1119385,1373.1494141,127.49556732,1.0908064842,649.65289307,0.16254588962,8257.9833984,2912.5666504,2810.0830078,53.833007812,0.49994623661,1408.1164551,0.0484535481,0.5306411442,0.6089322505,0.5802928473,0.137077173,0.0570110273,159.933,0.3350974897,5.933333333333334,0,1,0.6186569431783653,1,0.20405166853992154,3,1546
172,5,509,369,1.0793902874,3231.6308594,1600.8167725,1467.996582,437.4050293,1.1695482731,660.12329102,1.6205377579,5757.4902344,2061.1384277,1528.7814941,463.76016235,1.7294313908,1389.1064453,1.558604002,9463.8427734,3729.3383789,3003.8818359,667.52929688,1.6190602779,2248.1838379,0.8662660365,0.719524072,0.2838329147,0.068095829,0.1806183568,0.8022694498,178.179,0.8781409781,2.8666666666666667,0,0,0.7235294117647059,1,0.24924531333163186,3,800
63,5,788,652,1.092258811,3298.1247559,1556.4904785,1512.8303223,0.0,0.84831243753,437.30166626,0.52662158012,5577.3994141,1305.480835,1091.7493896,0.0,1.1623185873,794.6451416,0.28773358464,9420.7763672,2819.7070312,2767.0166016,0.0,0.39908373356,1414.4626465,0.0310125409,0.857531336,0.5011975356,0.9397848628,0.1144624941,0.0648427282,95.102,0.9626395717,1.05,1,0,0.826362484157161,1,0.4824725810070795,1,391
215,10,1650,1132,0.0005695692962,3859.7597656,1416.8167725,1317.7261963,0.0,0.50587010384,715.59179688,2.6568436623,5560.6860352,1004.4367676,845.02008057,0.0,1.3916084766,715.32269287,1.439624548,9582.2753906,2057.3535156,1711.8896484,0.0,1.2558026314,1730.8493652,0.8792145736,0.671230132,0.8081890702,0.8615936517,0.0854669807,0.1421314098,184.001,0.0702947545,3.5833333333333335,0,0,0.6856450635978195,1,0.05681145227929226,3,77
200,11,155,82,11.188868523,3634.5566406,1420.7996826,1377.0643311,853.38244629,2.4015212059,305.97189331,26.195819855,6498.9072266,1211.6049805,1038.2113037,408.13064575,4.5080518723,743.17510986,11.068124771,9829.9072266,2744.8894043,2670.1171875,441.43066406,2.3047738075,1244.420166,0.8267412818,0.3107478517,0.3190756013,3.026e-07,0.4113805015,0.0262768447,78.391,0.1138825645,3.3333333333333335,0,0,0.5256410256410257,1,0.036337147745423536,2,693
126,11,811,666,4.4016718864,3412.9333496,1180.7470703,1112.6099854,621.42004395,1.4837300777,288.91729736,54.538566589,5520.6308594,1014.7349243,965.78015137,582.04083252,4.2945208549,253.52957153,27.328762054,9463.8427734,1879.3869629,1711.8896484,1098.1933594,3.596807003,565.98553467,0.0002956984,0.3993772792,0.789988683,0.0673385255,0.054146648,0.0339603842,155.25,0.8675839872,2.1,0,0,0.8201970443349754,1,0.6853815314400169,3,1210
209,5,331,233,-0.035903960466,3255.0297852,992.05352783,969.30804443,0.0,0.48120111227,409.52932739,5.2547426224,5527.0253906,737.83612061,605.16595459,0.0,1.9823559523,508.95788574,1.2158181667,9280.8105469,1328.862915,925.92773438,0.0,1.347943306,1128.4361572,0.8969220302,0.4321099594,0.3524016447,0.0016833027,0.1297714563,0.3167084153,75.981,0.3679038061,3.4833333333333334,0,0,0.7018072289156626,1,0.1296499063610299,2,42
221,5,950,693,0.98075157404,4275.4521484,1584.5838623,1648.9481201,224.75337219,-0.20950107276,576.50305176,0.74960613251,5783.0844727,1521.0668945,1374.0330811,96.163421631,0.94121986628,982.75238037,-0.57724732161,9625.3417969,3055.6699219,3186.9140625,43.06640625,0.18421912193,1817.0505371,0.0659380301,0.9128878377,0.7845847373,0.0658152144,0.095550564,0.1351662185,120.011,0.8545920664,3.683333333333333,0,0,0.7287066246056783,1,0.6704998919151082,0,38
202,10,2480,1164,0.94255030155,3706.1472168,1306.9580078,1273.454834,0.0,0.74591547251,565.02160645,7.1806931496,5767.6738281,1194.6113281,1024.0437012,0.0,2.0983827114,693.74987793,2.8080296516,9485.3759766,2295.1508789,1873.3886719,0.0,1.4905936718,1506.2023926,0.9550515793,0.9014907068,0.4009089644,0.1018910261,0.1686262078,0.2720474464,119.962,0.7642520792,3.3666666666666667,0,0,0.46916565900846435,1,0.3063955096126188,1,1212
121,2,791,238,0.15444351733,3594.1242676,2563.5119629,2573.5522461,1075.3310547,0.21774342656,418.57672119,2.7895822525,5447.1635742,1720.8215332,1626.9990234,248.08093262,1.3238507509,637.3046875,0.18199791014,9323.8769531,4295.7363281,4263.5742188,10.766601562,0.35007584095,1739.1994629,0.2317307803,0.6269147783,0.6543995727,0.7365074224,0.1573973066,0.0410904969,133.945,0.9245390241,2.0166666666666666,0,0,0.3005050505050505,1,0.6050179423155151,0,300
184,11,726,577,0.23858711123,3471.2385254,1383.5705566,1248.0780029,302.91778564,0.77509284019,602.50805664,2.3286101818,5525.3608398,1231.4667969,1112.5096436,183.0892334,1.2445737123,682.16223145,1.6845117807,9334.6435547,2416.621582,2110.2539062,236.86523438,1.3077814579,1470.6704102,0.9341167318,0.5560049723,0.3379973955,0.6004350334,0.0860991685,0.0293046295,64.242,0.6456099481,3.066666666666667,0,0,0.7936726272352133,1,0.21821448096669022,2,820
342,8,7214,5982,5.7991108894,3685.8139648,1506.9005127,1482.7532959,0.0,1.2379078865,341.48202515,31.526481628,5876.8237305,1017.7507324,940.27069092,0.0,4.4088053703,509.57989502,6.7068114281,9743.7744141,2357.9243164,2293.2861328,0.0,1.5613187551,1173.880249,0.6865080439,0.3133252683,0.6238117493,0.0608693128,0.1321617695,0.0378306062,86.502,0.1772533364,5.7,0,1,0.8291060291060292,1,0.11057271384894536,2,222
198,4,6511,4313,5.8052191734,3648.4187012,1246.8406982,1200.3890381,0.0,0.52952980995,447.03549194,17.871183395,5555.5483398,922.91540527,816.95220947,0.0,2.7196121216,492.30175781,7.902071476,9539.2089844,1915.3261719,1658.0566406,0.0,1.8421497345,1144.9558105,0.9122609707,0.586986935,0.1193200848,0.0001442489,0.0906607457,0.0415849414,126.217,0.5714119648,3.3,0,0,0.6623157248157249,1,0.06818092409567061,0,1280
168,10,2291,1514,0.32523313165,3490.6726074,1287.7193604,1248.9041748,493.53421021,0.87728250027,541.98547363,3.3879005909,5150.7421875,976.9720459,891.07128906,347.93078613,1.5546917915,468.27023315,2.1672334671,9043.9453125,2035.9997559,1668.8232422,527.56347656,1.5147371292,1316.1011963,0.6738384617,0.5278409543,0.4011149411,0.9707347637,0.203703716,0.032438691,157.949,0.2143164053,2.8,0,0,0.6605584642233857,1,0.08596551228867323,3,1441
163,5,546,312,0.92659568787,3721.8710938,1579.5723877,1516.6147461,0.0,0.53538453579,430.17883301,2.662009716,5511.4003906,1187.9053955,987.53546143,0.0,1.401650548,656.13879395,0.18035207689,9388.4765625,2515.3820801,2131.7871094,0.0,0.70084512234,1499.1217041,0.7468540004,0.7019551598,0.2968683832,6.3174e-06,0.1863726771,0.3314874869,100.2,0.7006441942,2.716666666666667,0,0,0.5703839122486288,1,0.2079991091306208,1,248
222,11,590,476,10.57134819,3404.9799805,1272.4130859,1256.7424316,457.05374146,1.8641058207,266.3164978,18.539241791,5374.1459961,1170.6906738,1143.3005371,222.63696289,2.913585186,307.91363525,17.927471161,9356.1767578,2301.6750488,2239.453125,183.03222656,2.7223641872,690.0244751,0.9165832077,0.2589485245,0.7700523184,0.3102550985,0.5381938768,0.0544101798,154.246,0.4454106698,3.7,0,0,0.805414551607445,1,0.34298951891958684,3,920
168,1,10696,6768,10.844892502,2676.1572266,532.2980957,423.60952759,234.55406189,2.9835033417,335.49740601,29.296304703,1538.940918,328.16641235,303.47088623,195.87997437,4.6608705521,119.5178299,134.68127441,4801.9042969,483.55282593,462.96386719,236.86523438,10.442682266,245.42912292,0.9933727343,0.5302117146,0.0069649564,0.960525033,0.0952734528,0.0695882431,76.81,0.0521920332,2.8,0,0,0.632700757221651,1,0.0003635152356653525,2,1184
291,11,416,342,-0.15047290921,2676.5058594,1416.1070557,1416.6755371,731.03485107,0.2317379564,245.70591736,0.26352766156,3795.1052246,1348.7352295,1365.4133301,318.68496704,0.0044861994684,344.52304077,1.1607888937,6965.9912109,2773.0722656,2777.7832031,409.13085938,-0.065126605332,608.97369385,0.1665028502,0.2207981368,0.8674440297,0.7799314402,0.1642929832,0.064495098,133.565,0.09185762,4.85,0,0,0.8201438848920863,1,0.07968134405145132,0,1687
35,11,533,398,0.87524211407,3562.3234863,1274.6131592,1210.6878662,358.07595825,0.83985358477,442.1340332,10.21869278,5496.7524414,856.07495117,734.42181396,47.660579681,2.4269587994,512.58917236,3.2295763493,9323.8769531,1622.1691895,1324.2919922,10.766601562,1.6513422728,1193.5637207,0.9821111425,0.6449627939,0.1690212558,5.749e-07,0.1316430285,0.5752967282,111.46,0.6866323341,0.5833333333333334,1,0,0.7453183520599251,1,0.11605545938246715,1,1485
262,11,1912,1029,1.4229371548,3670.5292969,1310.4052734,1295.9100342,0.0,0.67921662331,456.65557861,26.968097687,7327.284668,1106.1739502,1012.9978638,0.0,3.8379812241,623.34594727,7.4679198265,9679.1748047,2321.4599609,2024.1210938,0.0,1.9805624485,1148.821167,0.2727774747,0.3594294482,0.845791843,0.913056876,0.1273456017,0.1851416793,73.181,0.1607154359,4.366666666666666,0,0,0.5378985886042864,1,0.13593180472840938,2,363
219,2,1166,702,4.3757371902,3406.5620117,2042.7418213,2028.6464844,0.0,-0.89463561773,339.01812744,0.45705646276,5631.8007812,2010.9730225,1925.9429932,0.0,0.51362597942,717.98431396,0.48252236843,9549.9755859,4355.2216797,4306.640625,0.0,-0.4028210938,1239.9123535,0.1910098818,0.3810865068,0.9039799651,0.3309351072,0.2724302925,0.0675143557,240.174,0.8966076604,3.65,0,0,0.6015424164524421,1,0.8105153615567846,3,1256
149,11,135,83,-0.52191704512,3285.5375977,1819.6837158,1756.7779541,650.50567627,0.3411873877,508.44934082,1.7912720442,5783.706543,1666.3586426,1546.090332,670.04602051,1.2182791233,555.86535645,-0.097530856729,9506.9091797,3391.1274414,2971.5820312,1205.859375,0.9319626689,1533.9238281,0.6223626778,0.4297913445,0.9695284485,0.9211731268,0.6448233753,0.0559114464,92.91,0.2053480448,2.4833333333333334,0,0,0.6102941176470589,1,0.19909077127745248,1,1474
238,2,7515,1491,-0.92963224649,3329.7841797,2006.9307861,2071.8325195,330.86505127,-0.27628016472,635.42816162,-0.79790502787,5411.1323242,1837.5942383,1724.1599121,140.67541504,0.26113915443,814.43481445,-0.90583562851,9442.3095703,3839.013916,3757.5439453,226.09863281,0.13403712213,1713.9299316,0.0021617899,0.5306533479,0.7725165403,0.8326441692,0.1386486089,0.0276230226,122.985,0.4485778289,3.966666666666667,0,0,0.19837679616817455,1,0.34653379243711335,0,333
260,2,871,682,-0.19974051416,3518.9309082,2167.4345703,2250.8569336,513.37384033,-0.6547665596,504.52203369,0.228380844,5634.3994141,2036.2061768,1770.2434082,106.93654633,0.8515098691,1080.0415039,-0.99074912071,9366.9433594,4333.5292969,4295.8740234,75.366210938,-0.033820096403,1959.1329346,0.0089044637,0.8369935441,0.9073953502,0.8202489842,0.1385456785,0.0628854916,122.612,0.88238091,4.333333333333333,0,0,0.7821100917431193,1,0.8006683348392446,0,1587
234,2,1147,888,0.66963362694,3693.454834,1325.3598633,1236.5783691,0.0,0.89235132933,509.12445068,5.617020607,5616.1176758,855.06976318,681.79290771,0.0,1.9728096724,622.60559082,1.7416855097,9700.7080078,1702.56604,1119.7265625,0.0,1.4589339495,1530.3764648,0.4126627405,0.3769012945,0.5588828991,0.9148011965,0.1113432077,0.0476329307,89.533,0.2517448627,3.9,0,0,0.7735191637630662,1,0.14069589869930746,2,436
212,11,1787,570,1.0404453278,4220.3833008,2269.112793,2212.9008789,1290.2261963,0.74346107244,391.30276489,10.778040886,8095.1166992,2051.2563477,1994.8966064,906.81121826,1.8808079958,599.54260254,1.024733901,10400.537109,4605.3022461,4500.4394531,1421.1914062,0.57875043154,1271.9475098,0.001282722,0.4728787136,0.9121533507,0.0070988286,0.0651150865,0.0612866493,180.016,0.2760186546,3.533333333333333,0,0,0.3187919463087248,1,0.251771340649096,3,899
481,2,1622,310,-0.90129548311,3873.0942383,2176.484375,2284.6804199,0.0,-0.23006306589,964.01409912,-0.45047834516,5771.8242188,2192.0178223,2078.5065918,0.0,0.42127498984,1245.1541748,-1.1281898022,9679.1748047,4627.2255859,4597.3388672,0.0,0.045836389065,2621.8850098,0.0005981776,0.5189562127,0.9559249188,0.9121673594,0.1360182241,0.1478272168,170.09,0.0897915869,8.016666666666667,0,1,0.19100431300061615,1,0.08583401541630564,3,1800
181,9,4847,4223,32.293067932,3273.5439453,684.74133301,612.24621582,497.87966919,5.7414684296,375.30941772,38.812786102,6446.3359375,993.89984131,891.47625732,649.59069824,6.2111902237,572.07952881,36.306186676,10002.172852,1627.1328125,1464.2578125,1098.1933594,6.0840406418,1011.8217773,0.9957964501,0.2996856887,0.2480773489,0.9611426283,0.8110955327,0.0495247436,84.788,0.4934812836,3.0166666666666666,0,0,0.8710808580858086,1,0.12242152856725705,2,1362
260,11,402,293,-0.29969829321,2831.0817871,1521.3709717,1485.8665771,746.03161621,0.57714366913,391.79351807,-0.10994950682,3868.1589355,1462.0661621,1386.8905029,397.81103516,0.65101867914,616.97442627,-0.71000176668,7062.890625,2951.6159668,2896.2158203,570.62988281,0.38385012746,1294.6223145,0.7461802789,0.5981548783,0.5696339467,0.9194886342,0.3375078497,0.0443159057,117.905,0.338064157,4.333333333333333,0,0,0.7270471464019851,1,0.19257281998971842,1,409
189,11,2613,1976,0.98405349255,3537.5625,1380.0465088,1309.6850586,0.0,0.9658228755,437.05349731,5.5278077126,5633.8046875,1211.0740967,1201.6147461,0.0,1.0564997196,449.43084717,2.9521052837,9453.0761719,2296.7827148,2077.9541016,0.0,1.2960345745,1141.4290771,0.9430826782,0.2756344622,0.7226600724,0.5401169419,0.2658465285,0.0709283977,141.646,0.4660620527,3.15,0,0,0.75592960979342,1,0.3368044367470746,0,1552
246,11,373,256,0.14378762245,2891.2246094,1213.1210938,1229.4688721,511.15246582,0.41856345534,381.67022705,0.84052157402,3282.6525879,1110.473999,1116.9383545,331.23382568,0.46498164535,341.67590332,3.7526857853,7278.2226562,2074.7907715,1948.7548828,312.23144531,1.4176366329,788.70330811,0.1925152379,0.0665439275,0.9993651425,0.8648800074,0.3891702944,0.1250931672,190.707,0.0293833806,4.1,0,0,0.6844919786096256,1,0.029364726340450738,3,1149
175,9,906,655,12.71811676,3261.7248535,581.08660889,543.20159912,366.62298584,1.8518730402,132.0508728,133.04553223,5472.2983398,761.5914917,756.1942749,515.53173828,3.9889454842,125.0210495,121.51462555,9377.7099609,1165.5250244,1141.2597656,635.22949219,3.8572061062,223.39231873,0.9956314752,0.3812254659,0.0660830522,0.9025362722,0.8496391707,0.0434452036,136.523,0.3458203564,2.9166666666666665,0,0,0.7221609702315325,1,0.022852864663803804,0,100
901,11,226,242,2.5388967991,3890.6906738,1660.4268799,1492.9532471,702.62908936,1.5245584249,585.10870361,10.180234909,5880.7905273,1072.3616943,868.81762695,235.84773254,2.7506957054,677.42169189,6.5780191422,9582.2753906,2028.1984863,1550.390625,107.66601562,2.4826235771,1688.0231934,0.7906289013,0.3800421221,0.2606739235,0.4899100632,0.1095917476,0.0419874322,127.587,0.1032075522,15.016666666666667,0,1,1.066079295154185,1,0.026903517566805056,0,696
229,2,503,312,-0.16439776123,3576.3857422,1390.5300293,1269.8134766,413.46417236,0.60732084513,443.37417603,7.6227173805,5623.0,1102.7437744,989.84442139,173.21965027,1.7049194574,449.75177002,4.1598062515,9603.8085938,2211.3588867,1830.3222656,247.63183594,1.6130511761,978.10351562,0.1282913255,0.5296367209,0.5954372253,0.9275514142,0.0824248029,0.0285342411,95.007,0.1355913219,3.816666666666667,0,0,0.6190476190476191,1,0.08073612048689513,1,1001
273,5,5961,2617,0.46389651299,3613.2927246,1914.3009033,1863.6323242,537.95098877,0.52564811707,371.46343994,4.9991970062,5613.0371094,1765.1108398,1707.5866699,101.03279877,1.4371033907,619.65753174,0.92891466618,9496.1425781,3722.373291,3714.4775391,32.299804688,0.43942636251,1209.5397949,0.030823452,0.6384680453,0.9356028925,2.4e-09,0.3323507206,0.1555383231,99.027,0.7075648577,4.55,0,0,0.43894666219389467,1,0.6619997274954709,1,822
288,2,1162,684,-0.61979520321,3476.3032227,1337.4067383,1252.1074219,0.0,0.36466634274,584.74810791,3.0935442448,5516.9379883,827.25537109,681.62249756,0.0,1.5015693903,509.89743042,1.7828572989,9420.7763672,1610.2941895,1108.9599609,0.0,1.4618645906,1265.3135986,0.3348672877,0.7415127498,0.5892515693,0.7589930359,0.252542303,0.0339344117,100.036,0.646039114,4.8,0,0,0.588134135855546,1,0.3806795617536816,1,1090
150,10,418,296,13.129060745,3760.6240234,1240.6350098,1154.5639648,0.0,2.7994301319,370.96328735,15.251958847,5531.828125,1099.739624,1005.3149414,0.0,2.7181258202,407.34484863,22.592470169,9549.9755859,2108.0078125,1916.4550781,0.0,3.6823515892,897.8682251,0.3672702031,0.6559497822,0.8738686412,0.0175747685,0.16862235,0.0530634923,130.485,0.1897587665,2.5,0,0,0.7064439140811456,1,0.16582423543714309,0,1048
243,2,3296,2223,2.5749335289,4133.0253906,1695.5037842,1699.6374512,0.0,0.44660156965,454.61499023,8.2710266113,8385.6230469,1613.2229004,1507.5792236,0.0,2.1428279877,819.18426514,3.5715634823,10798.901367,3326.8203125,3283.8134766,0.0,1.0277484655,1415.6262207,0.0017670942,0.6902997275,0.5770830199,0.8806816226,0.2110081526,0.064903899,125.979,0.5972963058,4.05,0,0,0.6742493175614195,1,0.3446895559261779,0,140
195,11,1510,247,3.0529186726,3595.5976562,1292.8549805,1313.4244385,484.12084961,0.20741632581,250.88470459,25.919033051,5486.3847656,1028.6899414,1012.1775513,227.31994629,2.2185764313,295.46722412,8.2687015533,9356.1767578,2234.0378418,2174.8535156,215.33203125,1.141882062,663.51843262,0.0001947123,0.2791719932,0.5010782156,0.6651181454,0.1338008467,0.0305243865,155.59,0.1943590818,3.25,0,0,0.16346790205162146,1,0.09738910189399844,3,986
710,11,235,178,3.1932704449,2732.6740723,1179.4158936,1033.8641357,572.49468994,1.8360652924,344.72821045,3.6904110909,3325.9196777,1237.4239502,1190.810791,237.06570435,1.336183548,319.94177246,6.5501523018,6481.4941406,2333.1938477,2153.3203125,333.76464844,2.2705528736,721.7543335,0.4658428188,0.2346842377,0.6443877441,0.9665561757,0.103061485,0.0432152913,135.772,0.0646969862,11.833333333333334,0,1,0.7542372881355932,1,0.04168994498748683,0,485
230,11,14990,10074,4.6412072182,3475.7768555,1423.987915,1391.3874512,0.0,0.81736123562,398.80032349,5.4948787689,5479.9277344,1347.8453369,1313.2138672,0.0,0.38850611448,354.31762695,8.9780807495,9334.6435547,2468.0671387,2207.1533203,0.0,2.1687397957,983.52850342,0.9831937449,0.5605490605,0.8962841968,0.9627837859,0.0998126585,0.041531615,94.92,0.8525326958,3.8333333333333335,0,0,0.6720032019211527,1,0.7641115825008418,1,1188
253,2,1047,737,1.5449439287,4283.2734375,1387.1138916,1360.8288574,403.7019043,1.0418081284,649.90637207,10.019153595,8188.0292969,1265.3677979,1015.583252,130.6817627,2.479622364,966.4708252,1.763359189,10109.838867,2714.0817871,2368.6523438,118.43261719,1.1936757565,1876.8951416,0.4247251134,0.6558553589,0.9180561013,0.903778495,0.4073069417,0.0826749125,60.005,0.0341271146,4.216666666666667,0,0,0.7032442748091603,1,0.03133060577829431,2,1438
